NACA0008 : [1200panels,Half cosine x-spacing]
         1 -1.1102e-17                       
   0.99999  6.6414e-07                       
   0.99997  2.6565e-06                       
   0.99994  5.9769e-06                       
   0.99989  1.0625e-05                       
   0.99983  1.6601e-05                       
   0.99975  2.3903e-05                       
   0.99966  3.2532e-05                       
   0.99956  4.2487e-05                       
   0.99944  5.3766e-05                       
   0.99931  6.6369e-05                       
   0.99917  8.0296e-05                       
   0.99901  9.5544e-05                       
   0.99884  0.00011211                       
   0.99866     0.00013                       
   0.99846  0.00014921                       
   0.99825  0.00016973                       
   0.99802  0.00019156                       
   0.99778  0.00021471                       
   0.99753  0.00023917                       
   0.99726  0.00026494                       
   0.99698  0.00029202                       
   0.99669   0.0003204                       
   0.99638  0.00035008                       
   0.99606  0.00038107                       
   0.99572  0.00041335                       
   0.99537  0.00044692                       
   0.99501  0.00048179                       
   0.99464  0.00051795                       
   0.99425   0.0005554                       
   0.99384  0.00059412                       
   0.99343  0.00063413                       
     0.993  0.00067542                       
   0.99255  0.00071798                       
    0.9921  0.00076181                       
   0.99163  0.00080691                       
   0.99114  0.00085327                       
   0.99065   0.0009009                       
   0.99014  0.00094978                       
   0.98961  0.00099991                       
   0.98907   0.0010513                       
   0.98852   0.0011039                       
   0.98796   0.0011578                       
   0.98738   0.0012129                       
   0.98679   0.0012692                       
   0.98618   0.0013268                       
   0.98557   0.0013856                       
   0.98494   0.0014456                       
   0.98429   0.0015068                       
   0.98363   0.0015692                       
   0.98296   0.0016328                       
   0.98228   0.0016977                       
   0.98158   0.0017637                       
   0.98087   0.0018309                       
   0.98015   0.0018993                       
   0.97941   0.0019689                       
   0.97866   0.0020396                       
    0.9779   0.0021115                       
   0.97712   0.0021846                       
   0.97633   0.0022589                       
   0.97553   0.0023342                       
   0.97471   0.0024108                       
   0.97388   0.0024884                       
   0.97304   0.0025673                       
   0.97219   0.0026472                       
   0.97132   0.0027283                       
   0.97044   0.0028104                       
   0.96955   0.0028937                       
   0.96864   0.0029781                       
   0.96772   0.0030636                       
   0.96679   0.0031502                       
   0.96585   0.0032378                       
   0.96489   0.0033266                       
   0.96392   0.0034164                       
   0.96294   0.0035073                       
   0.96194   0.0035992                       
   0.96093   0.0036922                       
   0.95991   0.0037862                       
   0.95888   0.0038813                       
   0.95783   0.0039774                       
   0.95677   0.0040745                       
    0.9557   0.0041727                       
   0.95462   0.0042718                       
   0.95352    0.004372                       
   0.95241   0.0044731                       
   0.95129   0.0045753                       
   0.95016   0.0046784                       
   0.94901   0.0047825                       
   0.94786   0.0048875                       
   0.94669   0.0049936                       
    0.9455   0.0051005                       
   0.94431   0.0052085                       
    0.9431   0.0053173                       
   0.94188   0.0054271                       
   0.94065   0.0055378                       
   0.93941   0.0056494                       
   0.93815    0.005762                       
   0.93689   0.0058754                       
   0.93561   0.0059897                       
   0.93432   0.0061049                       
   0.93301    0.006221                       
    0.9317    0.006338                       
   0.93037   0.0064558                       
   0.92903   0.0065744                       
   0.92768   0.0066939                       
   0.92632   0.0068142                       
   0.92495   0.0069354                       
   0.92356   0.0070574                       
   0.92216   0.0071802                       
   0.92076   0.0073038                       
   0.91934   0.0074282                       
    0.9179   0.0075533                       
   0.91646   0.0076793                       
   0.91501    0.007806                       
   0.91354   0.0079335                       
   0.91206   0.0080618                       
   0.91057   0.0081907                       
   0.90907   0.0083205                       
   0.90756   0.0084509                       
   0.90604   0.0085821                       
   0.90451    0.008714                       
   0.90296   0.0088465                       
   0.90141   0.0089798                       
   0.89984   0.0091138                       
